number,name,status
406,ImprovedEncapsulationofImportState,Withdrawn
411,ProvisionalpackagesinthePythonstandardlibrary,Superseded
402,SimplifiedPackageLayoutandPartitioning,Rejected
401,BDFLRetirement,April Fool!
396,ModuleVersionNumbers,Rejected
386,ChangingtheversioncomparisonmoduleinDistutils,Superseded
381,MirroringinfrastructureforPyPI,Withdrawn
395,QualifiedNamesforModules,Withdrawn
382,NamespacePackages,Rejected
390,StaticmetadataforDistutils,Rejected
379,AddinganAssignmentExpression,Withdrawn
377,Allow__enter__()methodstoskipthestatementbody,Rejected
365,Addingthepkg_resourcesmodule,Rejected
367,NewSuper,Superseded
364,TransitioningtothePy3KStandardLibrary,Withdrawn
359,The“make”Statement,Withdrawn
369,Postimporthooks,Withdrawn
363,SyntaxForDynamicAttributeAccess,Rejected
355,Path-Objectorientedfilesystempaths,Rejected
351,Thefreezeprotocol,Rejected
350,Codetags,Rejected
349,Allowstr()toreturnunicodestrings,Rejected
345,MetadataforPythonSoftwarePackages1.2,Superseded
348,ExceptionReorganizationforPython3.0,Rejected
346,UserDefined(”,Withdrawn
340,AnonymousBlockStatements,Rejected
339,DesignoftheCPythonCompiler,Withdrawn
344,ExceptionChainingandEmbeddedTracebacks,Superseded
336,MakeNoneCallable,Rejected
335,OverloadableBooleanOperators,Rejected
332,BytevectorsandString/UnicodeUnification,Rejected
330,PythonBytecodeVerification,Rejected
334,SimpleCoroutinesviaSuspendIteration,Withdrawn
329,TreatingBuiltinsasConstantsintheStandardLibrary,Rejected
326,ACaseforTopandBottomValues,Rejected
325,Resource-ReleaseSupportforGenerators,Rejected
321,Date/TimeParsingandFormatting,Withdrawn
317,EliminateImplicitExceptionInstantiation,Rejected
315,EnhancedWhileLoop,Rejected
319,PythonSynchronize/AsynchronizeBlock,Rejected
314,MetadataforPythonSoftwarePackages1.1,Superseded
310,ReliableAcquisition/ReleasePairs,Rejected
306,HowtoChangePython’sGrammar,Withdrawn
313,AddingRomanNumeralLiteralstoPython,Rejected
304,ControllingGenerationofBytecodeFiles,Withdrawn
303,Extenddivmod()forMultipleDivisors,Rejected
299,Special__main__()functioninmodules,Rejected
298,TheLockedBufferInterface,Withdrawn
297,SupportforSystemUpgrades,Rejected
296,AddingabytesObjectType,Withdrawn
295,Interpretationofmultilinestringconstants,Rejected
294,TypeNamesinthetypesModule,Rejected
271,Prefixingsys.pathbycommandlineoption,Rejected
275,SwitchingonMultipleValues,Rejected
288,GeneratorsAttributesandExceptions,Withdrawn
284,Integerfor-loops,Rejected
281,LoopCounterIterationwithrangeandxrange,Rejected
276,SimpleIteratorforints,Rejected
270,uniqmethodforlistobjects,Rejected
268,ExtendedHTTPfunctionalityandWebDAV,Rejected
266,OptimizingGlobalVariable/AttributeAccess,Withdrawn
262,ADatabaseofInstalledPythonPackages,Rejected
259,Omitprintingnewlineafternewline,Rejected
256,DocstringProcessingSystemFramework,Rejected
265,SortingDictionariesbyValue,Rejected
258,DocutilsDesignSpecification,Rejected
254,MakingClassesLookMoreLikeTypes,Rejected
246,ObjectAdaptation,Rejected
245,PythonInterfaceSyntax,Rejected
244,The,Rejected
243,ModuleRepositoryUploadMechanism,Withdrawn
240,AddingaRationalLiteraltoPython,Rejected
241,MetadataforPythonSoftwarePackages,Superseded
242,NumericKinds,Rejected
239,AddingaRationalTypetoPython,Rejected
231,__findattr__(),Rejected
228,ReworkingPython’sNumericModel,Withdrawn
225,Elementwise/ObjectwiseOperators,Rejected
224,AttributeDocstrings,Rejected
216,DocstringFormat,Rejected
215,StringInterpolation,Superseded
210,DecouplingtheInterpreterLoop,Rejected
212,LoopCounterIteration,Rejected
220,"Coroutines,Generators,Continuations",Rejected
211,AddingANewOuterProductOperator,Rejected
204,RangeLiterals,Rejected
102,DoingPythonMicroReleases,Superseded
209,Multi-dimensionalArrays,Withdrawn
206,PythonAdvancedLibrary,Withdrawn
103,Collectinginformationaboutgit,Withdrawn
42,FeatureRequests,Withdrawn
9,SamplePlaintextPEPTemplate,Withdrawn
3,GuidelinesforHandlingBugReports,Withdrawn
3143,Standarddaemonprocesslibrary,Deferred
3150,Statementlocalnamespaces(aka“given”clause),Deferred
3124,"Overloading,GenericFunctions,Interfaces,andAdaptation",Deferred
674,Disallowusingmacrosasl-values,Deferred
568,Generator-sensitivityforContextVariables,Deferred
556,Threadedgarbagecollection,Deferred
558,Definedsemanticsforlocals(),Deferred
547,Runningextensionmodulesusingthe-moption,Deferred
535,Richcomparisonchaining,Deferred
534,ImprovedErrorsforMissingStandardLibraryModules,Deferred
505,None-awareoperators,Deferred
532,Acircuitbreakingprotocolandbinaryoperators,Deferred
501,Generalpurposestringinterpolation,Deferred
533,Deterministiccleanupforiterators,Deferred
499,,Deferred
491,TheWheelBinaryPackageFormat1.9,Deferred
447,Add__getdescriptor__methodtometaclass,Deferred
444,PythonWeb3Interface,Deferred
403,Generalpurposedecoratorclause(aka“@in”clause),Deferred
423,Namingconventionsandrecipesrelatedtopackaging,Deferred
407,Newreleasecycleandintroducinglong-termsupportversions,Deferred
419,Protectingcleanupstatementsfrominterruptions,Deferred
400,Deprecatecodecs.StreamReaderandcodecs.StreamWriter,Deferred
368,Standardimageprotocolandclass,Deferred
323,CopyableIterators,Deferred
280,Optimizingaccesstoglobals,Deferred
316,ProgrammingbyContractforPython,Deferred
286,EnhancedArgumentTuples,Deferred
312,SimpleImplicitLambda,Deferred
269,PgenModuleforPython,Deferred
267,OptimizedAccesstoModuleNamespaces,Deferred
337,LoggingUsageintheStandardLibrary,Deferred
233,PythonOnlineHelp,Deferred
3003,PythonLanguageMoratorium,Final
219,StacklessPython,Deferred
8001,PythonGovernanceVotingProcess,Final
3100,MiscellaneousPython3.0Plans,Final
213,AttributeAccessHandlers,Deferred
222,WebLibraryEnhancements,Deferred
3099,ThingsthatwillNotChangeinPython3000,Final
3000,Python3000,Final
545,PythonDocumentationTranslations,Final
541,PackageIndexNameRetention,Final
3002,ProcedureforBackwards-IncompatibleChanges,Final
537,Python3.7ReleaseSchedule,Final
494,Python3.6ReleaseSchedule,Final
512,Migratingfromhg.python.orgtoGitHub,Final
478,Python3.5ReleaseSchedule,Final
464,RemovalofthePyPIMirrorAuthenticityAPI,Final
449,RemovalofthePyPIMirrorAutoDiscoveryandNamingScheme,Final
438,Transitioningtorelease-filehostingonPyPI,Superseded
470,RemovingExternalHostingSupportonPyPI,Final
404,Python2.8Un-releaseSchedule,Final
398,Python3.3ReleaseSchedule,Final
429,Python3.4ReleaseSchedule,Final
385,MigratingfromSubversiontoMercurial,Final
375,Python3.1ReleaseSchedule,Final
374,ChoosingadistributedVCSforthePythonproject,Final
373,Python2.7ReleaseSchedule,Final
361,Python2.6and3.0ReleaseSchedule,Final
356,Python2.5ReleaseSchedule,Final
392,Python3.2ReleaseSchedule,Final
360,ExternallyMaintainedPackages,Final
251,Python2.2ReleaseSchedule,Final
347,MigratingthePythonCVStoSubversion,Final
283,Python2.3ReleaseSchedule,Final
226,Python2.1ReleaseSchedule,Final
6,BugFixReleases,Superseded
320,Python2.4ReleaseSchedule,Final
200,Python2.0ReleaseSchedule,Final
160,Python1.6ReleaseSchedule,Final
3155,Qualifiednameforclassesandfunctions,Final
3156,AsynchronousIOSupportRebooted:the“asyncio”Module,Final
5,GuidelinesforLanguageEvolution,Superseded
3154,Pickleprotocolversion4,Final
3151,ReworkingtheOSandIOexceptionhierarchy,Final
3148,futures-executecomputationsasynchronously,Final
3149,ABIversiontagged.sofiles,Final
3147,PYCRepositoryDirectories,Final
3141,ATypeHierarchyforNumbers,Final
3144,IPAddressManipulationLibraryforthePythonStandardLibrary,Final
3138,StringrepresentationinPython3000,Final
3135,NewSuper,Final
3137,ImmutableBytesandMutableBuffer,Final
3134,ExceptionChainingandEmbeddedTracebacks,Final
3132,ExtendedIterableUnpacking,Final
3131,SupportingNon-ASCIIIdentifiers,Final
3127,IntegerLiteralSupportandSyntax,Final
3123,MakingPyObject_HEADconformtostandardC,Final
3129,ClassDecorators,Final
3121,ExtensionModuleInitializationandFinalization,Final
3119,IntroducingAbstractBaseClasses,Final
3120,UsingUTF-8asthedefaultsourceencoding,Final
3118,Revisingthebufferprotocol,Final
3116,NewI/O,Final
3114,Renamingiterator.next()toiterator.__next__(),Final
3113,RemovalofTupleParameterUnpacking,Final
3115,MetaclassesinPython3000,Final
3111,Simpleinputbuilt-ininPython3000,Final
3110,CatchingExceptionsinPython3000,Final
3112,BytesliteralsinPython3000,Final
3108,StandardLibraryReorganization,Final
3109,RaisingExceptionsinPython3000,Final
3106,"Revampingdict.keys(),.values()and.items()",Final
3102,Keyword-OnlyArguments,Final
3101,AdvancedStringFormatting,Final
3105,Makeprintafunction,Final
3104,AccesstoNamesinOuterScopes,Final
3107,FunctionAnnotations,Final
715,Disablingbdist_eggdistributionuploadsonPyPI,Final
721,Usingtarfile.data_filterforsourcedistributionextraction,Final
709,Inlinedcomprehensions,Final
692,UsingTypedDictformoreprecise**kwargstyping,Final
698,OverrideDecoratorforStaticTyping,Final
697,LimitedCAPIforExtendingOpaqueTypes,Final
706,Filterfortarfile.extractall,Final
695,TypeParameterSyntax,Final
689,UnstableCAPItier,Final
688,MakingthebufferprotocolaccessibleinPython,Final
681,DataClassTransforms,Final
678,EnrichingExceptionswithNotes,Final
682,FormatSpecifierforSignedZero,Final
680,tomllib:SupportforParsingTOMLintheStandardLibrary,Final
673,SelfType,Final
675,ArbitraryLiteralStringType,Final
670,ConvertmacrostofunctionsinthePythonCAPI,Final
669,LowImpactMonitoringforCPython,Final
660,Editableinstallsforpyproject.tomlbasedbuilds(wheelbased),Final
656,PlatformTagforLinuxDistributionsUsingMusl,Final
652,MaintainingtheStableABI,Final
655,MarkingindividualTypedDictitemsasrequiredorpotentially-missing,Final
644,RequireOpenSSL1.1.1ornewer,Final
654,ExceptionGroupsandexcept*,Final
657,IncludeFineGrainedErrorLocationsinTracebacks,Final
643,MetadataforPackageSourceDistributions,Final
628,Add,Final
629,VersioningPyPI’sSimpleAPI,Final
627,Recordinginstalledprojects,Final
626,Preciselinenumbersfordebuggingandothertools.,Final
634,StructuralPatternMatching:Specification,Final
632,Deprecatedistutilsmodule,Final
624,RemovePy_UNICODEencoderAPIs,Final
623,RemovewstrfromUnicode,Final
613,ExplicitTypeAliases,Final
621,Storingprojectmetadatainpyproject.toml,Final
617,NewPEGparserforCPython,Final
614,RelaxingGrammarRestrictionsOnDecorators,Final
612,ParameterSpecificationVariables,Final
616,Stringmethodstoremoveprefixesandsuffixes,Final
610,RecordingtheDirectURLOriginofinstalleddistributions,Final
618,AddOptionalLength-CheckingTozip,Final
604,Allowwritinguniontypesas,Final
597,AddoptionalEncodingWarning,Final
593,Flexiblefunctionandvariableannotations,Final
594,Removingdeadbatteriesfromthestandardlibrary,Final
591,Addingafinalqualifiertotyping,Final
589,TypedDict:TypeHintsforDictionarieswithaFixedSetofKeys,Final
600,Future‘manylinux’PlatformTagsforPortableLinuxBuiltDistributions,Final
592,Adding“Yank”SupporttotheSimpleAPI,Final
587,PythonInitializationConfiguration,Final
572,AssignmentExpressions,Final
586,LiteralTypes,Final
585,TypeHintingGenericsInStandardCollections,Final
584,AddUnionOperatorsTodict,Final
574,Pickleprotocol5without-of-banddata,Final
570,PythonPositional-OnlyParameters,Final
573,ModuleStateAccessfromCExtensionMethods,Final
567,ContextVariables,Final
565,ShowDeprecationWarningin__main__,Final
566,MetadataforPythonSoftwarePackages2.1,Final
562,Module__getattr__and__dir__,Final
564,Addnewtimefunctionswithnanosecondresolution,Final
560,Coresupportfortypingmoduleandgenerictypes,Final
561,DistributingandPackagingTypeInformation,Final
540,AddanewUTF-8Mode,Final
557,DataClasses,Final
539,ANewC-APIforThread-LocalStorageinCPython,Final
553,Built-inbreakpoint(),Final
552,Deterministicpycs,Final
538,CoercingthelegacyClocaletoaUTF-8basedlocale,Final
544,Protocols:Structuralsubtyping(staticducktyping),Final
529,ChangeWindowsfilesystemencodingtoUTF-8,Final
528,ChangeWindowsconsoleencodingtoUTF-8,Final
525,AsynchronousGenerators,Final
526,SyntaxforVariableAnnotations,Final
524,Makeos.urandom()blockingonLinux,Final
527,RemovingUn(der)usedfiletypes/extensionsonPyPI,Final
523,AddingaframeevaluationAPItoCPython,Final
520,PreservingClassAttributeDefinitionOrder,Final
519,Addingafilesystempathprotocol,Final
517,Abuild-systemindependentformatforsourcetrees,Final
518,SpecifyingMinimumBuildSystemRequirementsforPythonProjects,Final
506,AddingASecretsModuleToTheStandardLibrary,Final
508,DependencyspecificationforPythonSoftwarePackages,Final
515,UnderscoresinNumericLiterals,Final
503,SimpleRepositoryAPI,Final
495,LocalTimeDisambiguation,Final
493,HTTPSverificationmigrationtoolsforPython2.7,Final
487,Simplercustomisationofclasscreation,Final
492,Coroutineswithasyncandawaitsyntax,Final
489,Multi-phaseextensionmoduleinitialization,Final
486,MakethePythonLauncherawareofvirtualenvironments,Final
488,EliminationofPYOfiles,Final
485,AFunctionfortestingapproximateequality,Final
479,ChangeStopIterationhandlinginsidegenerators,Final
484,TypeHints,Final
477,Backportensurepip(PEP453)toPython2.7,Final
475,RetrysystemcallsfailingwithEINTR,Final
476,Enablingcertificateverificationbydefaultforstdlibhttpclients,Final
498,LiteralStringInterpolation,Final
471,os.scandir()function–abetterandfasterdirectoryiterator,Final
468,Preservingtheorderof**kwargsinafunction.,Final
465,Adedicatedinfixoperatorformatrixmultiplication,Final
454,AddanewtracemallocmoduletotracePythonmemoryallocations,Final
451,AModuleSpecTypefortheImportSystem,Final
466,NetworkSecurityEnhancementsforPython2.7.x,Final
456,Secureandinterchangeablehashalgorithm,Final
461,Adding%formattingtobytesandbytearray,Final
453,ExplicitbootstrappingofpipinPythoninstallations,Final
450,AddingAStatisticsModuleToTheStandardLibrary,Final
448,AdditionalUnpackingGeneralizations,Final
443,Single-dispatchgenericfunctions,Final
441,ImprovingPythonZIPApplicationSupport,Final
446,Makenewlycreatedfiledescriptorsnon-inheritable,Final
440,VersionIdentificationandDependencySpecification,Final
445,AddnewAPIstocustomizePythonmemoryallocators,Final
442,Safeobjectfinalization,Final
436,TheArgumentClinicDSL,Final
428,Thepathlibmodule–object-orientedfilesystempaths,Final
435,AddinganEnumtypetothePythonstandardlibrary,Final
425,CompatibilityTagsforBuiltDistributions,Final
427,TheWheelBinaryPackageFormat1.0,Final
424,Amethodforexposingalengthhint,Final
421,Addingsys.implementation,Final
420,ImplicitNamespacePackages,Final
417,IncludingmockintheStandardLibrary,Final
412,Key-SharingDictionary,Final
415,Implementcontextsuppressionwithexceptionattributes,Final
409,Suppressingexceptioncontext,Final
405,PythonVirtualEnvironments,Final
397,PythonlauncherforWindows,Final
414,ExplicitUnicodeLiteralforPython3.3,Final
418,"Addmonotonictime,performancecounter,andprocesstimefunctions",Final
389,argparse-NewCommandLineParsingModule,Final
378,FormatSpecifierforThousandsSeparator,Final
384,DefiningaStableABI,Final
383,Non-decodableBytesinSystemCharacterInterfaces,Final
393,FlexibleStringRepresentation,Final
391,Dictionary-BasedConfigurationForLogging,Final
380,SyntaxforDelegatingtoaSubgenerator,Final
376,DatabaseofInstalledPythonDistributions,Final
372,Addinganordereddictionarytocollections,Final
366,Mainmoduleexplicitrelativeimports,Final
362,FunctionSignatureObject,Final
371,Additionofthemultiprocessingpackagetothestandardlibrary,Final
370,Perusersite-packagesdirectory,Final
358,The“bytes”Object,Final
357,AllowingAnyObjecttobeUsedforSlicing,Final
353,Usingssize_tastheindextype,Final
331,Locale-IndependentFloat/StringConversions,Final
352,RequiredSuperclassforExceptions,Final
342,CoroutinesviaEnhancedGenerators,Final
338,Executingmodulesasscripts,Final
343,The“with”Statement,Final
328,Imports:Multi-LineandAbsolute/Relative,Final
341,Unifyingtry-exceptandtry-finally,Final
327,DecimalDataType,Final
324,subprocess-Newprocessmodule,Final
309,PartialFunctionApplication,Final
318,DecoratorsforFunctionsandMethods,Final
322,ReverseIteration,Final
311,SimplifiedGlobalInterpreterLockAcquisitionforExtensions,Final
308,ConditionalExpressions,Final
305,CSVFileAPI,Final
307,Extensionstothepickleprotocol,Final
302,NewImportHooks,Final
293,CodecErrorHandlingCallbacks,Final
292,SimplerStringSubstitutions,Final
279,Theenumerate()built-infunction,Final
289,GeneratorExpressions,Final
285,Addingabooltype,Final
282,ALoggingSystem,Final
301,PackageIndexandMetadataforDistutils,Final
278,UniversalNewlineSupport,Final
277,UnicodefilenamesupportforWindowsNT,Final
274,DictComprehensions,Final
264,Futurestatementsinsimulatedshells,Final
273,ImportModulesfromZipArchives,Final
260,Simplifyxrange(),Final
263,DefiningPythonSourceCodeEncodings,Final
261,Supportfor“wide”Unicodecharacters,Final
255,SimpleGenerators,Final
252,MakingTypesLookMoreLikeClasses,Final
250,Usingsite-packagesonWindows,Final
237,UnifyingLongIntegersandIntegers,Final
253,SubtypingBuilt-inTypes,Final
236,Backtothe__future__,Final
238,ChangingtheDivisionOperator,Final
235,ImportonCase-InsensitivePlatforms,Final
234,Iterators,Final
232,FunctionAttributes,Final
221,ImportAs,Final
230,WarningFramework,Final
229,UsingDistutilstoBuildPython,Final
227,StaticallyNestedScopes,Final
223,ChangetheMeaningof,Final
218,AddingaBuilt-InSetObjectType,Final
217,DisplayHookforInteractiveUse,Final
214,ExtendedPrintStatement,Final
208,ReworkingtheCoercionModel,Final
205,WeakReferences,Final
203,AugmentedAssignments,Final
207,RichComparisons,Final
100,PythonUnicodeIntegration,Final
202,ListComprehensions,Final
201,LockstepIteration,Final
740,Indexsupportfordigitalattestations,Draft
743,AddPy_COMPAT_API_VERSIONtothePythonCAPI,Draft
741,PythonConfigurationCAPI,Draft
742,NarrowingtypeswithTypeIs,Draft
737,Unifytypenameformatting,Draft
736,Shorthandsyntaxforkeywordargumentsatinvocation,Draft
738,AddingAndroidasasupportedplatform,Draft
739,StaticdescriptionfileforbuilddetailsofPythoninstallations,Draft
734,MultipleInterpretersintheStdlib,Draft
735,DependencyGroupsinpyproject.toml,Draft
733,AnEvaluationofPython’sPublicCAPI,Draft
718,Subscriptablefunctions,Draft
720,Cross-compilingPythonpackages,Draft
728,TypedDictwithTypedExtraItems,Draft
727,DocumentationinAnnotatedMetadata,Draft
725,Specifyingexternaldependenciesinpyproject.toml,Draft
712,Addinga“converter”parametertodataclasses.field,Draft
710,Recordingtheprovenanceofinstalledpackages,Draft
711,PyBI:astandardformatfordistributingPythonBinaries,Draft
679,Allowparenthesesinassertstatements,Draft
671,Syntaxforlate-boundfunctionargumentdefaults,Draft
694,Upload2.0APIforPythonPackageRepositories,Draft
667,Consistentviewsofnamespaces,Draft
661,SentinelValues,Draft
653,PreciseSemanticsforPatternMatching,Draft
588,GitHubIssuesMigrationPlan,Draft
638,SyntacticMacros,Draft
639,ImprovingLicenseClaritywithBetterPackageMetadata,Draft
659,SpecializingAdaptiveInterpreter,Draft
603,Addingafrozenmaptypetocollections,Draft
480,SurvivingaCompromiseofPyPI:End-to-endsigningofpackages,Draft
467,MinorAPIimprovementsforbinarysequences,Draft
714,Renamedist-info-metadataintheSimpleAPI,Accepted
705,TypedDict:Read-onlyitems,Accepted
730,AddingiOSasasupportedplatform,Accepted
723,Inlinescriptmetadata,Accepted
702,Markingdeprecationsusingthetypesystem,Accepted
701,Syntacticformalizationoff-strings,Accepted
700,AdditionalFieldsfortheSimpleAPIforPackageIndexes,Accepted
699,RemoveprivatedictversionfieldaddedinPEP509,Accepted
696,TypeDefaultsforTypeParameters,Accepted
691,JSON-basedSimpleAPIforPythonPackageIndexes,Accepted
686,MakeUTF-8modedefault,Accepted
687,Isolatingmodulesinthestandardlibrary,Accepted
685,Comparisonofextranamesforoptionaldistributiondependencies,Accepted
668,MarkingPythonbaseenvironmentsas“externallymanaged”,Accepted
683,"ImmortalObjects,UsingaFixedRefcount",Accepted
647,User-DefinedTypeGuards,Accepted
658,ServeDistributionMetadataintheSimpleRepositoryAPI,Accepted
649,DeferredEvaluationOfAnnotationsUsingDescriptors,Accepted
703,MakingtheGlobalInterpreterLockOptionalinCPython,Accepted
646,VariadicGenerics,Accepted
625,FilenameofaSourceDistribution,Accepted
578,PythonRuntimeAuditHooks,Accepted
615,SupportfortheIANATimeZoneDatabaseintheStandardLibrary,Accepted
684,APer-InterpreterGIL,Accepted
590,Vectorcall:afastcallingprotocolforCPython,Accepted
563,PostponedEvaluationofAnnotations,Accepted
458,SecurePyPIdownloadswithsignedrepositorymetadata,Accepted
708,ExtendingtheRepositoryAPItoMitigateDependencyConfusionAttacks,Provisional
8104,2023TermSteeringCouncilelection,Active
8105,2024TermSteeringCouncilelection,Active
8102,2021TermSteeringCouncilelection,Final
8103,2022TermSteeringCouncilelection,Final
8016,TheSteeringCouncilModel,Accepted
8100,January2019SteeringCouncilelection,Final
8101,2020TermSteeringCouncilelection,Final
8002,OpenSourceGovernanceSurvey,Final
8000,PythonLanguageGovernanceProposalOverview,Final
672,Unicode-relatedSecurityConsiderationsforPython,Active
664,Python3.11ReleaseSchedule,Active
635,StructuralPatternMatching:MotivationandRationale,Final
3333,PythonWebServerGatewayInterfacev1.0.1,Final
719,Python3.13ReleaseSchedule,Active
636,StructuralPatternMatching:Tutorial,Final
801,Reserved,Active
619,Python3.10ReleaseSchedule,Active
607,ReducingCPython’sFeatureDeliveryLatency,Final
290,CodeMigrationandModernization,Active
287,reStructuredTextDocstringFormat,Active
630,IsolatingExtensionModules,Final
272,APIforBlockEncryptionAlgorithmsv1.0,Final
257,DocstringConventions,Active
693,Python3.12ReleaseSchedule,Active
