number,name,status
631,Dependencyspecificationinpyproject.tomlbasedonPEP508,Superseded
620,HideimplementationdetailsfromtheCAPI,Withdrawn
640,Unusedvariablesyntax,Rejected
611,Theonemillionlimit,Withdrawn
622,StructuralPatternMatching,Superseded
608,CoordinatedPythonrelease,Rejected
599,Themanylinux2014PlatformTag,Superseded
601,Forbidreturn/break/continuebreakingoutoffinally,Rejected
598,Introducingincrementalfeaturereleases,Withdrawn
605,ArollingfeaturereleasestreamforCPython,Rejected
606,PythonCompatibilityVersion,Rejected
595,Improvingbugs.python.org,Withdrawn
583,AConcurrencyMemoryModelforPython,Withdrawn
582,Pythonlocalpackagesdirectory,Rejected
577,AugmentedAssignmentExpressions,Withdrawn
559,Built-innoop(),Rejected
571,Themanylinux2010PlatformTag,Superseded
575,Unifyingfunction/methodclasses,Withdrawn
580,TheCcallprotocol,Rejected
555,Context-localvariables(contextvars),Withdrawn
576,RationalizeBuilt-infunctionclasses,Withdrawn
550,ExecutionContext,Withdrawn
549,InstanceDescriptors,Rejected
554,MultipleInterpretersintheStdlib,Superseded
551,SecuritytransparencyinthePythonruntime,Withdrawn
546,Backportssl.MemoryBIOandssl.SSLObjecttoPython2.7,Rejected
548,MoreFlexibleLoopControl,Rejected
543,AUnifiedTLSAPIforPython,Withdrawn
542,DotNotationAssignmentInFunctionHeader,Rejected
531,Existencecheckingoperators,Withdrawn
522,AllowBlockingIOErrorinsecuritysensitiveAPIs,Rejected
516,Buildsystemabstractionforpip/condaetc,Rejected
521,Managingglobalcontextvia‘with’blocksingeneratorsandcoroutines,Withdrawn
511,APIforcodetransformers,Rejected
536,FinalGrammarforLiteralStringInterpolation,Withdrawn
513,APlatformTagforPortableLinuxBuiltDistributions,Superseded
510,Specializefunctionswithguards,Rejected
507,MigrateCPythontoGitandGitLab,Rejected
509,Addaprivateversiontodict,Superseded
504,UsingtheSystemRNGbydefault,Withdrawn
502,StringInterpolation-ExtendedDiscussion,Rejected
500,Aprotocolfordelegatingdatetimemethodstotheirtzinfoimplementations,Rejected
490,ChainexceptionsatClevel,Rejected
496,EnvironmentMarkers,Rejected
497,Astandardmechanismforbackwardcompatibility,Rejected
481,"MigrateCPythontoGit,Github,andPhabricator",Withdrawn
473,Addingstructureddatatobuilt-inexceptions,Rejected
474,Creatingforge.python.org,Withdrawn
472,Supportforindexingwithkeywordarguments,Rejected
469,MigrationofdictiterationcodetoPython3,Withdrawn
460,Addbinaryinterpolationandformatting,Withdrawn
463,Exception-catchingexpressions,Rejected
462,CoredevelopmentworkflowautomationforCPython,Withdrawn
459,StandardMetadataExtensionsforPythonSoftwarePackages,Withdrawn
455,Addingakey-transformingdictionarytocollections,Rejected
439,InclusionofimplicitpipbootstrapinPythoninstallation,Rejected
433,Easiersuppressionoffiledescriptorinheritance,Superseded
432,RestructuringtheCPythonstartupsequence,Withdrawn
437,"ADSLforspecifyingsignatures,annotationsandargumentconverters",Rejected
426,MetadataforPythonSoftwarePackages2.0,Withdrawn
431,Timezonesupportimprovements,Superseded
422,Simplercustomisationofclasscreation,Withdrawn
416,Addafrozendictbuiltintype,Rejected
413,FasterevolutionofthePythonStandardLibrary,Withdrawn
410,Usedecimal.Decimaltypefortimestamps,Rejected
411,ProvisionalpackagesinthePythonstandardlibrary,Superseded
408,Standardlibrary__preview__package,Rejected
406,ImprovedEncapsulationofImportState,Withdrawn
402,SimplifiedPackageLayoutandPartitioning,Rejected
401,BDFLRetirement,April Fool!
396,ModuleVersionNumbers,Rejected
395,QualifiedNamesforModules,Withdrawn
386,ChangingtheversioncomparisonmoduleinDistutils,Superseded
390,StaticmetadataforDistutils,Rejected
382,NamespacePackages,Rejected
381,MirroringinfrastructureforPyPI,Withdrawn
379,AddinganAssignmentExpression,Withdrawn
377,Allow__enter__()methodstoskipthestatementbody,Rejected
369,Postimporthooks,Withdrawn
367,NewSuper,Superseded
365,Addingthepkg_resourcesmodule,Rejected
364,TransitioningtothePy3KStandardLibrary,Withdrawn
363,SyntaxForDynamicAttributeAccess,Rejected
359,The“make”Statement,Withdrawn
355,Path-Objectorientedfilesystempaths,Rejected
354,EnumerationsinPython,Superseded
351,Thefreezeprotocol,Rejected
350,Codetags,Rejected
349,Allowstr()toreturnunicodestrings,Rejected
346,UserDefined(”,Withdrawn
345,MetadataforPythonSoftwarePackages1.2,Superseded
348,ExceptionReorganizationforPython3.0,Rejected
344,ExceptionChainingandEmbeddedTracebacks,Superseded
340,AnonymousBlockStatements,Rejected
339,DesignoftheCPythonCompiler,Withdrawn
335,OverloadableBooleanOperators,Rejected
334,SimpleCoroutinesviaSuspendIteration,Withdrawn
332,BytevectorsandString/UnicodeUnification,Rejected
330,PythonBytecodeVerification,Rejected
336,MakeNoneCallable,Rejected
329,TreatingBuiltinsasConstantsintheStandardLibrary,Rejected
326,ACaseforTopandBottomValues,Rejected
325,Resource-ReleaseSupportforGenerators,Rejected
321,Date/TimeParsingandFormatting,Withdrawn
317,EliminateImplicitExceptionInstantiation,Rejected
319,PythonSynchronize/AsynchronizeBlock,Rejected
315,EnhancedWhileLoop,Rejected
314,MetadataforPythonSoftwarePackages1.1,Superseded
313,AddingRomanNumeralLiteralstoPython,Rejected
310,ReliableAcquisition/ReleasePairs,Rejected
304,ControllingGenerationofBytecodeFiles,Withdrawn
306,HowtoChangePython’sGrammar,Withdrawn
299,Special__main__()functioninmodules,Rejected
298,TheLockedBufferInterface,Withdrawn
303,Extenddivmod()forMultipleDivisors,Rejected
297,SupportforSystemUpgrades,Rejected
296,AddingabytesObjectType,Withdrawn
295,Interpretationofmultilinestringconstants,Rejected
294,TypeNamesinthetypesModule,Rejected
288,GeneratorsAttributesandExceptions,Withdrawn
275,SwitchingonMultipleValues,Rejected
281,LoopCounterIterationwithrangeandxrange,Rejected
276,SimpleIteratorforints,Rejected
284,Integerfor-loops,Rejected
270,uniqmethodforlistobjects,Rejected
271,Prefixingsys.pathbycommandlineoption,Rejected
268,ExtendedHTTPfunctionalityandWebDAV,Rejected
266,OptimizingGlobalVariable/AttributeAccess,Withdrawn
265,SortingDictionariesbyValue,Rejected
262,ADatabaseofInstalledPythonPackages,Rejected
259,Omitprintingnewlineafternewline,Rejected
258,DocutilsDesignSpecification,Rejected
256,DocstringProcessingSystemFramework,Rejected
254,MakingClassesLookMoreLikeTypes,Rejected
245,PythonInterfaceSyntax,Rejected
246,ObjectAdaptation,Rejected
242,NumericKinds,Rejected
243,ModuleRepositoryUploadMechanism,Withdrawn
241,MetadataforPythonSoftwarePackages,Superseded
244,The,Rejected
240,AddingaRationalLiteraltoPython,Rejected
239,AddingaRationalTypetoPython,Rejected
228,ReworkingPython’sNumericModel,Withdrawn
231,__findattr__(),Rejected
225,Elementwise/ObjectwiseOperators,Rejected
220,"Coroutines,Generators,Continuations",Rejected
216,DocstringFormat,Rejected
224,AttributeDocstrings,Rejected
215,StringInterpolation,Superseded
212,LoopCounterIteration,Rejected
211,AddingANewOuterProductOperator,Rejected
209,Multi-dimensionalArrays,Withdrawn
204,RangeLiterals,Rejected
103,Collectinginformationaboutgit,Withdrawn
210,DecouplingtheInterpreterLoop,Rejected
206,PythonAdvancedLibrary,Withdrawn
102,DoingPythonMicroReleases,Superseded
42,FeatureRequests,Withdrawn
3,GuidelinesforHandlingBugReports,Withdrawn
9,SamplePlaintextPEPTemplate,Withdrawn
674,Disallowusingmacrosasl-values,Deferred
3150,Statementlocalnamespaces(aka“given”clause),Deferred
3124,"Overloading,GenericFunctions,Interfaces,andAdaptation",Deferred
3143,Standarddaemonprocesslibrary,Deferred
568,Generator-sensitivityforContextVariables,Deferred
558,Definedsemanticsforlocals(),Deferred
556,Threadedgarbagecollection,Deferred
547,Runningextensionmodulesusingthe-moption,Deferred
535,Richcomparisonchaining,Deferred
505,None-awareoperators,Deferred
534,ImprovedErrorsforMissingStandardLibraryModules,Deferred
533,Deterministiccleanupforiterators,Deferred
532,Acircuitbreakingprotocolandbinaryoperators,Deferred
501,Generalpurposestringinterpolation,Deferred
499,,Deferred
491,TheWheelBinaryPackageFormat1.9,Deferred
423,Namingconventionsandrecipesrelatedtopackaging,Deferred
444,PythonWeb3Interface,Deferred
407,Newreleasecycleandintroducinglong-termsupportversions,Deferred
419,Protectingcleanupstatementsfrominterruptions,Deferred
447,Add__getdescriptor__methodtometaclass,Deferred
403,Generalpurposedecoratorclause(aka“@in”clause),Deferred
400,Deprecatecodecs.StreamReaderandcodecs.StreamWriter,Deferred
368,Standardimageprotocolandclass,Deferred
323,CopyableIterators,Deferred
337,LoggingUsageintheStandardLibrary,Deferred
316,ProgrammingbyContractforPython,Deferred
312,SimpleImplicitLambda,Deferred
286,EnhancedArgumentTuples,Deferred
280,Optimizingaccesstoglobals,Deferred
269,PgenModuleforPython,Deferred
267,OptimizedAccesstoModuleNamespaces,Deferred
233,PythonOnlineHelp,Deferred
222,WebLibraryEnhancements,Deferred
219,StacklessPython,Deferred
8001,PythonGovernanceVotingProcess,Final
213,AttributeAccessHandlers,Deferred
3099,ThingsthatwillNotChangeinPython3000,Final
3003,PythonLanguageMoratorium,Final
3100,MiscellaneousPython3.0Plans,Final
3002,ProcedureforBackwards-IncompatibleChanges,Final
3000,Python3000,Final
545,PythonDocumentationTranslations,Final
541,PackageIndexNameRetention,Final
537,Python3.7ReleaseSchedule,Final
512,Migratingfromhg.python.orgtoGitHub,Final
494,Python3.6ReleaseSchedule,Final
478,Python3.5ReleaseSchedule,Final
470,RemovingExternalHostingSupportonPyPI,Final
449,RemovalofthePyPIMirrorAutoDiscoveryandNamingScheme,Final
464,RemovalofthePyPIMirrorAuthenticityAPI,Final
438,Transitioningtorelease-filehostingonPyPI,Superseded
429,Python3.4ReleaseSchedule,Final
404,Python2.8Un-releaseSchedule,Final
392,Python3.2ReleaseSchedule,Final
398,Python3.3ReleaseSchedule,Final
385,MigratingfromSubversiontoMercurial,Final
375,Python3.1ReleaseSchedule,Final
373,Python2.7ReleaseSchedule,Final
374,ChoosingadistributedVCSforthePythonproject,Final
361,Python2.6and3.0ReleaseSchedule,Final
360,ExternallyMaintainedPackages,Final
356,Python2.5ReleaseSchedule,Final
347,MigratingthePythonCVStoSubversion,Final
320,Python2.4ReleaseSchedule,Final
283,Python2.3ReleaseSchedule,Final
251,Python2.2ReleaseSchedule,Final
226,Python2.1ReleaseSchedule,Final
200,Python2.0ReleaseSchedule,Final
160,Python1.6ReleaseSchedule,Final
6,BugFixReleases,Superseded
5,GuidelinesforLanguageEvolution,Superseded
3154,Pickleprotocolversion4,Final
3155,Qualifiednameforclassesandfunctions,Final
3156,AsynchronousIOSupportRebooted:the“asyncio”Module,Final
3151,ReworkingtheOSandIOexceptionhierarchy,Final
3149,ABIversiontagged.sofiles,Final
3148,futures-executecomputationsasynchronously,Final
3147,PYCRepositoryDirectories,Final
3144,IPAddressManipulationLibraryforthePythonStandardLibrary,Final
3138,StringrepresentationinPython3000,Final
3137,ImmutableBytesandMutableBuffer,Final
3135,NewSuper,Final
3134,ExceptionChainingandEmbeddedTracebacks,Final
3141,ATypeHierarchyforNumbers,Final
3132,ExtendedIterableUnpacking,Final
3131,SupportingNon-ASCIIIdentifiers,Final
3127,IntegerLiteralSupportandSyntax,Final
3129,ClassDecorators,Final
3123,MakingPyObject_HEADconformtostandardC,Final
3121,ExtensionModuleInitializationandFinalization,Final
3120,UsingUTF-8asthedefaultsourceencoding,Final
3119,IntroducingAbstractBaseClasses,Final
3116,NewI/O,Final
3118,Revisingthebufferprotocol,Final
3115,MetaclassesinPython3000,Final
3114,Renamingiterator.next()toiterator.__next__(),Final
3113,RemovalofTupleParameterUnpacking,Final
3112,BytesliteralsinPython3000,Final
3110,CatchingExceptionsinPython3000,Final
3111,Simpleinputbuilt-ininPython3000,Final
3109,RaisingExceptionsinPython3000,Final
3101,AdvancedStringFormatting,Final
3108,StandardLibraryReorganization,Final
3107,FunctionAnnotations,Final
3104,AccesstoNamesinOuterScopes,Final
3106,"Revampingdict.keys(),.values()and.items()",Final
3105,Makeprintafunction,Final
3102,Keyword-OnlyArguments,Final
721,Usingtarfile.data_filterforsourcedistributionextraction,Final
709,Inlinedcomprehensions,Final
715,Disablingbdist_eggdistributionuploadsonPyPI,Final
706,Filterfortarfile.extractall,Final
697,LimitedCAPIforExtendingOpaqueTypes,Final
695,TypeParameterSyntax,Final
698,OverrideDecoratorforStaticTyping,Final
692,UsingTypedDictformoreprecise**kwargstyping,Final
689,UnstableCAPItier,Final
688,MakingthebufferprotocolaccessibleinPython,Final
682,FormatSpecifierforSignedZero,Final
681,DataClassTransforms,Final
678,EnrichingExceptionswithNotes,Final
680,tomllib:SupportforParsingTOMLintheStandardLibrary,Final
675,ArbitraryLiteralStringType,Final
673,SelfType,Final
670,ConvertmacrostofunctionsinthePythonCAPI,Final
669,LowImpactMonitoringforCPython,Final
660,Editableinstallsforpyproject.tomlbasedbuilds(wheelbased),Final
657,IncludeFineGrainedErrorLocationsinTracebacks,Final
656,PlatformTagforLinuxDistributionsUsingMusl,Final
655,MarkingindividualTypedDictitemsasrequiredorpotentially-missing,Final
654,ExceptionGroupsandexcept*,Final
652,MaintainingtheStableABI,Final
644,RequireOpenSSL1.1.1ornewer,Final
643,MetadataforPackageSourceDistributions,Final
634,StructuralPatternMatching:Specification,Final
632,Deprecatedistutilsmodule,Final
629,VersioningPyPI’sSimpleAPI,Final
627,Recordinginstalledprojects,Final
628,Add,Final
626,Preciselinenumbersfordebuggingandothertools.,Final
623,RemovewstrfromUnicode,Final
624,RemovePy_UNICODEencoderAPIs,Final
621,Storingprojectmetadatainpyproject.toml,Final
618,AddOptionalLength-CheckingTozip,Final
617,NewPEGparserforCPython,Final
614,RelaxingGrammarRestrictionsOnDecorators,Final
613,ExplicitTypeAliases,Final
616,Stringmethodstoremoveprefixesandsuffixes,Final
597,AddoptionalEncodingWarning,Final
612,ParameterSpecificationVariables,Final
610,RecordingtheDirectURLOriginofinstalleddistributions,Final
604,Allowwritinguniontypesas,Final
589,TypedDict:TypeHintsforDictionarieswithaFixedSetofKeys,Final
591,Addingafinalqualifiertotyping,Final
594,Removingdeadbatteriesfromthestandardlibrary,Final
592,Adding“Yank”SupporttotheSimpleAPI,Final
593,Flexiblefunctionandvariableannotations,Final
587,PythonInitializationConfiguration,Final
586,LiteralTypes,Final
585,TypeHintingGenericsInStandardCollections,Final
584,AddUnionOperatorsTodict,Final
574,Pickleprotocol5without-of-banddata,Final
572,AssignmentExpressions,Final
573,ModuleStateAccessfromCExtensionMethods,Final
600,Future‘manylinux’PlatformTagsforPortableLinuxBuiltDistributions,Final
566,MetadataforPythonSoftwarePackages2.1,Final
567,ContextVariables,Final
570,PythonPositional-OnlyParameters,Final
565,ShowDeprecationWarningin__main__,Final
564,Addnewtimefunctionswithnanosecondresolution,Final
562,Module__getattr__and__dir__,Final
561,DistributingandPackagingTypeInformation,Final
560,Coresupportfortypingmoduleandgenerictypes,Final
557,DataClasses,Final
552,Deterministicpycs,Final
544,Protocols:Structuralsubtyping(staticducktyping),Final
553,Built-inbreakpoint(),Final
540,AddanewUTF-8Mode,Final
539,ANewC-APIforThread-LocalStorageinCPython,Final
538,CoercingthelegacyClocaletoaUTF-8basedlocale,Final
530,AsynchronousComprehensions,Final
529,ChangeWindowsfilesystemencodingtoUTF-8,Final
528,ChangeWindowsconsoleencodingtoUTF-8,Final
527,RemovingUn(der)usedfiletypes/extensionsonPyPI,Final
526,SyntaxforVariableAnnotations,Final
524,Makeos.urandom()blockingonLinux,Final
525,AsynchronousGenerators,Final
523,AddingaframeevaluationAPItoCPython,Final
520,PreservingClassAttributeDefinitionOrder,Final
519,Addingafilesystempathprotocol,Final
518,SpecifyingMinimumBuildSystemRequirementsforPythonProjects,Final
515,UnderscoresinNumericLiterals,Final
508,DependencyspecificationforPythonSoftwarePackages,Final
517,Abuild-systemindependentformatforsourcetrees,Final
506,AddingASecretsModuleToTheStandardLibrary,Final
503,SimpleRepositoryAPI,Final
498,LiteralStringInterpolation,Final
495,LocalTimeDisambiguation,Final
493,HTTPSverificationmigrationtoolsforPython2.7,Final
492,Coroutineswithasyncandawaitsyntax,Final
489,Multi-phaseextensionmoduleinitialization,Final
488,EliminationofPYOfiles,Final
487,Simplercustomisationofclasscreation,Final
484,TypeHints,Final
486,MakethePythonLauncherawareofvirtualenvironments,Final
485,AFunctionfortestingapproximateequality,Final
479,ChangeStopIterationhandlinginsidegenerators,Final
476,Enablingcertificateverificationbydefaultforstdlibhttpclients,Final
475,RetrysystemcallsfailingwithEINTR,Final
477,Backportensurepip(PEP453)toPython2.7,Final
471,os.scandir()function–abetterandfasterdirectoryiterator,Final
468,Preservingtheorderof**kwargsinafunction.,Final
466,NetworkSecurityEnhancementsforPython2.7.x,Final
465,Adedicatedinfixoperatorformatrixmultiplication,Final
454,AddanewtracemallocmoduletotracePythonmemoryallocations,Final
461,Adding%formattingtobytesandbytearray,Final
456,Secureandinterchangeablehashalgorithm,Final
451,AModuleSpecTypefortheImportSystem,Final
450,AddingAStatisticsModuleToTheStandardLibrary,Final
448,AdditionalUnpackingGeneralizations,Final
453,ExplicitbootstrappingofpipinPythoninstallations,Final
446,Makenewlycreatedfiledescriptorsnon-inheritable,Final
442,Safeobjectfinalization,Final
445,AddnewAPIstocustomizePythonmemoryallocators,Final
443,Single-dispatchgenericfunctions,Final
441,ImprovingPythonZIPApplicationSupport,Final
436,TheArgumentClinicDSL,Final
435,AddinganEnumtypetothePythonstandardlibrary,Final
440,VersionIdentificationandDependencySpecification,Final
428,Thepathlibmodule–object-orientedfilesystempaths,Final
427,TheWheelBinaryPackageFormat1.0,Final
425,CompatibilityTagsforBuiltDistributions,Final
424,Amethodforexposingalengthhint,Final
420,ImplicitNamespacePackages,Final
421,Addingsys.implementation,Final
417,IncludingmockintheStandardLibrary,Final
418,"Addmonotonictime,performancecounter,andprocesstimefunctions",Final
415,Implementcontextsuppressionwithexceptionattributes,Final
414,ExplicitUnicodeLiteralforPython3.3,Final
412,Key-SharingDictionary,Final
409,Suppressingexceptioncontext,Final
405,PythonVirtualEnvironments,Final
393,FlexibleStringRepresentation,Final
391,Dictionary-BasedConfigurationForLogging,Final
397,PythonlauncherforWindows,Final
389,argparse-NewCommandLineParsingModule,Final
384,DefiningaStableABI,Final
383,Non-decodableBytesinSystemCharacterInterfaces,Final
380,SyntaxforDelegatingtoaSubgenerator,Final
378,FormatSpecifierforThousandsSeparator,Final
371,Additionofthemultiprocessingpackagetothestandardlibrary,Final
370,Perusersite-packagesdirectory,Final
372,Addinganordereddictionarytocollections,Final
376,DatabaseofInstalledPythonDistributions,Final
362,FunctionSignatureObject,Final
358,The“bytes”Object,Final
366,Mainmoduleexplicitrelativeimports,Final
357,AllowingAnyObjecttobeUsedforSlicing,Final
353,Usingssize_tastheindextype,Final
352,RequiredSuperclassforExceptions,Final
343,The“with”Statement,Final
342,CoroutinesviaEnhancedGenerators,Final
341,Unifyingtry-exceptandtry-finally,Final
338,Executingmodulesasscripts,Final
331,Locale-IndependentFloat/StringConversions,Final
327,DecimalDataType,Final
328,Imports:Multi-LineandAbsolute/Relative,Final
324,subprocess-Newprocessmodule,Final
322,ReverseIteration,Final
318,DecoratorsforFunctionsandMethods,Final
311,SimplifiedGlobalInterpreterLockAcquisitionforExtensions,Final
309,PartialFunctionApplication,Final
308,ConditionalExpressions,Final
307,Extensionstothepickleprotocol,Final
302,NewImportHooks,Final
305,CSVFileAPI,Final
301,PackageIndexandMetadataforDistutils,Final
293,CodecErrorHandlingCallbacks,Final
292,SimplerStringSubstitutions,Final
289,GeneratorExpressions,Final
285,Addingabooltype,Final
278,UniversalNewlineSupport,Final
279,Theenumerate()built-infunction,Final
282,ALoggingSystem,Final
277,UnicodefilenamesupportforWindowsNT,Final
274,DictComprehensions,Final
273,ImportModulesfromZipArchives,Final
264,Futurestatementsinsimulatedshells,Final
263,DefiningPythonSourceCodeEncodings,Final
261,Supportfor“wide”Unicodecharacters,Final
255,SimpleGenerators,Final
260,Simplifyxrange(),Final
252,MakingTypesLookMoreLikeClasses,Final
253,SubtypingBuilt-inTypes,Final
238,ChangingtheDivisionOperator,Final
250,Usingsite-packagesonWindows,Final
237,UnifyingLongIntegersandIntegers,Final
234,Iterators,Final
236,Backtothe__future__,Final
235,ImportonCase-InsensitivePlatforms,Final
232,FunctionAttributes,Final
230,WarningFramework,Final
229,UsingDistutilstoBuildPython,Final
227,StaticallyNestedScopes,Final
223,ChangetheMeaningof,Final
218,AddingaBuilt-InSetObjectType,Final
217,DisplayHookforInteractiveUse,Final
221,ImportAs,Final
214,ExtendedPrintStatement,Final
208,ReworkingtheCoercionModel,Final
205,WeakReferences,Final
202,ListComprehensions,Final
207,RichComparisons,Final
203,AugmentedAssignments,Final
201,LockstepIteration,Final
100,PythonUnicodeIntegration,Final
743,AddPy_COMPAT_API_VERSIONtothePythonCAPI,Draft
742,NarrowingtypeswithTypeIs,Draft
740,Indexsupportfordigitalattestations,Draft
738,AddingAndroidasasupportedplatform,Draft
741,PythonConfigurationCAPI,Draft
739,StaticdescriptionfileforbuilddetailsofPythoninstallations,Draft
737,Unifytypenameformatting,Draft
736,Shorthandsyntaxforkeywordargumentsatinvocation,Draft
735,DependencyGroupsinpyproject.toml,Draft
734,MultipleInterpretersintheStdlib,Draft
733,AnEvaluationofPython’sPublicCAPI,Draft
728,TypedDictwithTypedExtraItems,Draft
725,Specifyingexternaldependenciesinpyproject.toml,Draft
727,DocumentationinAnnotatedMetadata,Draft
712,Addinga“converter”parametertodataclasses.field,Draft
718,Subscriptablefunctions,Draft
720,Cross-compilingPythonpackages,Draft
711,PyBI:astandardformatfordistributingPythonBinaries,Draft
679,Allowparenthesesinassertstatements,Draft
694,Upload2.0APIforPythonPackageRepositories,Draft
710,Recordingtheprovenanceofinstalledpackages,Draft
671,Syntaxforlate-boundfunctionargumentdefaults,Draft
667,Consistentviewsofnamespaces,Draft
659,SpecializingAdaptiveInterpreter,Draft
661,SentinelValues,Draft
653,PreciseSemanticsforPatternMatching,Draft
638,SyntacticMacros,Draft
588,GitHubIssuesMigrationPlan,Draft
603,Addingafrozenmaptypetocollections,Draft
639,ImprovingLicenseClaritywithBetterPackageMetadata,Draft
480,SurvivingaCompromiseofPyPI:End-to-endsigningofpackages,Draft
467,MinorAPIimprovementsforbinarysequences,Draft
705,TypedDict:Read-onlyitems,Accepted
730,AddingiOSasasupportedplatform,Accepted
723,Inlinescriptmetadata,Accepted
714,Renamedist-info-metadataintheSimpleAPI,Accepted
702,Markingdeprecationsusingthetypesystem,Accepted
701,Syntacticformalizationoff-strings,Accepted
703,MakingtheGlobalInterpreterLockOptionalinCPython,Accepted
700,AdditionalFieldsfortheSimpleAPIforPackageIndexes,Accepted
699,RemoveprivatedictversionfieldaddedinPEP509,Accepted
696,TypeDefaultsforTypeParameters,Accepted
691,JSON-basedSimpleAPIforPythonPackageIndexes,Accepted
687,Isolatingmodulesinthestandardlibrary,Accepted
685,Comparisonofextranamesforoptionaldistributiondependencies,Accepted
686,MakeUTF-8modedefault,Accepted
683,"ImmortalObjects,UsingaFixedRefcount",Accepted
684,APer-InterpreterGIL,Accepted
668,MarkingPythonbaseenvironmentsas“externallymanaged”,Accepted
658,ServeDistributionMetadataintheSimpleRepositoryAPI,Accepted
649,DeferredEvaluationOfAnnotationsUsingDescriptors,Accepted
646,VariadicGenerics,Accepted
625,FilenameofaSourceDistribution,Accepted
578,PythonRuntimeAuditHooks,Accepted
647,User-DefinedTypeGuards,Accepted
590,Vectorcall:afastcallingprotocolforCPython,Accepted
615,SupportfortheIANATimeZoneDatabaseintheStandardLibrary,Accepted
563,PostponedEvaluationofAnnotations,Accepted
708,ExtendingtheRepositoryAPItoMitigateDependencyConfusionAttacks,Provisional
458,SecurePyPIdownloadswithsignedrepositorymetadata,Accepted
8105,2024TermSteeringCouncilelection,Active
8104,2023TermSteeringCouncilelection,Active
8103,2022TermSteeringCouncilelection,Final
8100,January2019SteeringCouncilelection,Final
8102,2021TermSteeringCouncilelection,Final
8101,2020TermSteeringCouncilelection,Final
8000,PythonLanguageGovernanceProposalOverview,Final
8016,TheSteeringCouncilModel,Accepted
3333,PythonWebServerGatewayInterfacev1.0.1,Final
8002,OpenSourceGovernanceSurvey,Final
801,Reserved,Active
719,Python3.13ReleaseSchedule,Active
693,Python3.12ReleaseSchedule,Active
672,Unicode-relatedSecurityConsiderationsforPython,Active
636,StructuralPatternMatching:Tutorial,Final
664,Python3.11ReleaseSchedule,Active
635,StructuralPatternMatching:MotivationandRationale,Final
291,BackwardCompatibilityforthePython2StandardLibrary,Final
630,IsolatingExtensionModules,Final
290,CodeMigrationandModernization,Active
333,PythonWebServerGatewayInterfacev1.0,Final
272,APIforBlockEncryptionAlgorithmsv1.0,Final
287,reStructuredTextDocstringFormat,Active
257,DocstringConventions,Active
